,event_id,source_origin_time,source_latitude_deg,source_longitude_deg,source_type,source_depth_km,preferred_source_magnitude,preferred_source_magnitude_type,preferred_source_magnitude_uncertainty,source_depth_uncertainty_km,source_horizontal_uncertainty_km,station_network_code,station_channel_code,station_code,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_name,trace_sampling_rate_hz,trace_start_time,trace_S_arrival_sample,trace_P_arrival_sample,trace_S_arrival_uncertainty_s,trace_P_arrival_uncertainty_s,trace_P_polarity,trace_S_onset,trace_P_onset,trace_snr_db,year,source_type_pnsn_label,source_local_magnitude,source_local_magnitude_uncertainty,source_duration_magnitude,source_duration_magnitude_uncertainty,source_hand_magnitude
68,uw61878762,2022-10-14T03:57:59.480000Z,47.639,-122.598,earthquake,26.64,0.96,ml,0.186,0.88,0.43,UW,HH,KNGST,--,47.8027,-122.515,18.6,"bucket1$68,:3,:15001",100,2022-10-14T03:57:09.480000Z,5946.0,5504.0,0.06,0.15,undecidable,impulsive,emergent,6.687|2.740|0.821,2022.0,eq,0.96,0.186306830341,0.64,0.256356481745,
69,uw61532402,2019-07-01T04:18:00.050000Z,47.521,-122.323,earthquake,27.13,1.07,ml,0.092,1.12,0.33,CC,BH,PANH,--,46.859,-121.643,2086.0,"bucket1$69,:3,:15001",100,2019-07-01T04:17:10.050000Z,7547.0,6451.0,0.06,0.06,negative,impulsive,impulsive,6.297|6.905|4.842,2019.0,eq,1.07,0.0915268146812,0.82,0.0234994889284,
70,uw61711871,2021-02-04T09:11:13.470000Z,48.652,-123.106,earthquake,19.84,1.34,ml,0.065,0.74,0.36,UW,HH,BERY,--,48.2641,-122.096,149.6,"bucket1$70,:3,:15001",100,2021-02-04T09:10:23.470000Z,7370.0,6345.0,0.06,0.06,undecidable,impulsive,impulsive,5.355|4.848|-2.033,2021.0,eq,1.34,0.0648655569335,0.95,0.148198306173,
71,uw61372126,2018-03-09T19:54:47.840000Z,45.805,-122.49,earthquake,8.47,1.34,ml,0.241,0.61,1.17,CC,BH,STD,--,46.2375,-122.224,1189.0,"bucket1$71,:3,:15001",100,2018-03-09T19:53:57.840000Z,6530.0,5868.0,0.15,0.15,undecidable,emergent,emergent,6.618|0.394|4.26,2018.0,eq,1.34,0.241,1.4,0.231,
72,uw61899066,2022-12-18T20:31:48.900000Z,45.7561666667,-121.849833333,earthquake,7.98,1.32,ml,0.233,0.76,0.6,CC,BH,HIYU,--,45.4352,-121.807,1418.0,"bucket1$72,:3,:15001",100,2022-12-18T20:30:58.900000Z,6099.0,5634.0,0.06,0.06,undecidable,impulsive,emergent,-2.033|-3.246|-2.789,2022.0,eq,1.32,0.23286070848,0.99,0.202809726582,
73,uw61779047,2021-10-08T14:23:39.570000Z,48.3,-122.632,earthquake,27.67,1.77,ml,0.105,0.73,0.33,CN,HH,VGZ,--,48.4131,-123.325,67.0,"bucket1$73,:3,:15001",100,2021-10-08T14:22:49.570000Z,6537.0,5874.0,0.15,0.15,undecidable,emergent,emergent,9.556|9.06|6.428,2021.0,eq,1.77,0.105426641524,1.58,0.325065826816,
74,uw61766596,2021-08-14T16:17:29.610000Z,46.883,-121.974,earthquake,11.36,0.4,ml,0.109,0.39,0.47,CC,BH,VOIT,--,46.9663,-121.983,977.1,"bucket1$74,:3,:15001",100,2021-08-14T16:16:39.610000Z,5449.0,5255.0,0.06,0.06,undecidable,impulsive,impulsive,-10.296|-9.891|-16.201,2021.0,eq,0.4,0.109372154278,-0.13,0.226424599865,
75,uw10706658,2006-10-14T14:10:01.880000Z,46.849,-121.587,earthquake,4.129,2.6,md,0.03,0.4,0.298,TA,BH,E06A,--,46.5433,-120.979,911.0,"bucket1$75,:3,:15001",100,2006-10-14T14:09:11.880000Z,6684.0,5970.0,0.04,0.05,undecidable,,,18.139|25.007|20.045,2006.0,eq,,,2.6,0.03,
76,uw10756103,2008-11-07T18:49:20.440000Z,47.532,-122.737,earthquake,22.318,1.0,md,0.03,0.74,0.782,UW,BH,GNW,--,47.5641,-122.825,220.0,"bucket1$76,:3,:15001",100,2008-11-07T18:48:30.440000Z,5637.0,5367.0,0.05,0.02,undecidable,,,7.78|24.608|22.424,2008.0,eq,,,1.0,0.03,
77,uw61734881,2021-05-23T21:03:19.780000Z,46.813,-121.966,earthquake,7.45,0.22,mh,,0.56,0.42,CC,BH,CARB,--,46.9883,-122.005,872.5,"bucket1$77,:3,:15001",100,2021-05-23T21:02:29.780000Z,5721.0,5385.0,0.15,0.15,undecidable,emergent,emergent,2.168|3.668|-1.347,2021.0,eq,,,-0.17,0.17829818406,0.22
78,uw61394456,2018-05-30T23:54:36.760000Z,47.573,-120.347,earthquake,0.16,1.55,ml,0.409,9.7,0.28,UW,BH,LTY,--,47.2545,-120.666,807.0,"bucket1$78,:3,:15001",100,2018-05-30T23:53:46.760000Z,6232.0,5712.0,0.15,0.03,negative,emergent,impulsive,3.705|2.075|5.563,2018.0,eq,1.55,0.409,2.02,0.205,
79,uw60490732,2013-01-11T03:24:19.350000Z,43.813,-121.39,earthquake,-1.404,0.98,ml,0.042,0.58,1.02,CC,BH,ASBU,--,43.8206,-121.368,1538.0,"bucket1$79,:3,:15001",100,2013-01-11T03:23:29.350000Z,5137.0,5041.0,0.06,0.03,negative,impulsive,impulsive,15.725|19.604|23.713,2013.0,eq,0.98,0.042,1.37,0.468,
80,uw61707186,2020-12-28T11:46:26.290000Z,47.814,-121.98,earthquake,24.92,1.23,ml,0.115774336682,1.06,0.56,UW,HH,SP2,--,47.5563,-122.249,30.0,"bucket1$80,:3,:15001",100,2020-12-28T11:45:36.290000Z,6327.0,5717.0,0.15,0.15,undecidable,emergent,emergent,0.589|-3.902|-3.443,2020.0,eq,1.23,0.115774336682,1.18,0.235910560153,
81,uw61633712,2020-06-19T04:40:43.990000Z,46.846,-121.763,earthquake,0.78,0.04,ml,0.0290825169538,0.94,0.34,CC,BH,SIFT,--,46.8669,-121.953,732.0,"bucket1$81,:3,:15001",100,2020-06-19T04:39:53.990000Z,5449.0,5251.0,0.06,0.03,positive,impulsive,impulsive,-4.4|2.964|-1.765,2020.0,eq,0.04,0.0290825169538,-0.52,0.324734919744,
82,uw61575992,2020-02-20T23:22:24.460000Z,46.849,-121.928,earthquake,10.22,0.59,ml,0.413,0.47,0.37,CC,BH,PR05,--,46.8417,-121.949,1553.0,"bucket1$82,:3,:15001",100,2020-02-20T23:21:34.460000Z,5364.0,5206.0,0.03,0.03,negative,impulsive,impulsive,3.396|3.42|4.376,2020.0,eq,0.59,0.412632778989,-0.04,0.258202684428,
83,uw61574472,2020-02-15T15:33:29.360000Z,47.856,-122.03,earthquake,26.96,1.36,ml,0.299,0.61,0.35,CC,BH,CARB,--,46.9883,-122.005,872.5,"bucket1$83,:3,:15001",100,2020-02-15T15:32:39.360000Z,7762.0,6570.0,0.06,0.15,undecidable,impulsive,emergent,6.757|-0.733|0.324,2020.0,eq,1.36,0.299071332659,0.95,0.22795150526,
84,uw60941817,2014-12-22T12:36:09.160000Z,46.133,-122.166,earthquake,4.628,0.44,ml,0.046,0.45,0.51,CC,BH,STD,--,46.2375,-122.224,1189.0,"bucket1$84,:3,:15001",100,2014-12-22T12:35:19.160000Z,5466.0,5266.0,0.06,0.06,undecidable,impulsive,impulsive,7.125|0.219|0.555,2014.0,eq,0.44,0.046,0.12,0.104,
85,uw61700081,2020-11-07T05:08:38.700000Z,47.799,-122.069,earthquake,16.65,1.2,ml,0.071,1.01,0.33,UW,HH,DOSE,--,47.7172,-122.972,53.3,"bucket1$85,:3,:15001",100,2020-11-07T05:07:48.700000Z,6925.0,6125.0,0.06,0.3,undecidable,impulsive,emergent,6.098|7.56|-3.259,2020.0,eq,1.2,0.0707447074926,1.05,0.0333496898046,
86,uw61850452,2022-07-07T14:11:27.720000Z,46.936,-121.965,earthquake,13.88,0.56,ml,0.14019269237,0.35,0.38,CC,BH,SIFT,--,46.8668,-121.953,732.0,"bucket1$86,:3,:15001",100,2022-07-07T14:10:37.720000Z,5478.0,5272.0,0.15,0.15,undecidable,emergent,emergent,19.947|17.599|3.492,2022.0,eq,0.56,0.14019269237,0.32,0.0918292579706,
87,uw61843767,2022-06-17T12:28:30.060000Z,46.092,-122.12,earthquake,11.64,0.58,ml,0.177,1.24,0.84,CC,BH,UNFR,--,46.2726,-122.292,907.8,"bucket1$87,:3,:15001",100,2022-06-17T12:27:40.060000Z,5800.0,5454.0,0.06,0.06,positive,impulsive,impulsive,10.212|0.142|12.960,2022.0,eq,0.58,0.177365696967,0.53,0.23122149467,
88,uw61682296,2020-09-11T22:46:26.960000Z,46.612,-121.954,earthquake,1.48,0.93,ml,0.149,7.19,0.57,UW,HH,CINE,--,46.5566,-122.567,203.4,"bucket1$88,:3,:15001",100,2020-09-11T22:45:36.960000Z,6498.0,5806.0,0.06,0.15,undecidable,impulsive,emergent,0.84|3.583|3.87,2020.0,eq,0.93,0.149378100667,0.67,0.234392856475,
89,uw61660586,2020-07-19T19:29:10.790000Z,43.4,-121.177,earthquake,10.1,0.76,ml,0.283,1.97,0.89,UO,HH,PINE,--,43.7921,-120.941,1914.0,"bucket1$89,:3,:15001",100,2020-07-19T19:28:20.790000Z,6487.0,5854.0,0.15,0.03,positive,emergent,impulsive,7.15|6.394|0.826,2020.0,eq,0.76,0.282941441272,0.62,0.149900678095,
90,uw10600323,2004-03-13T02:29:02.830000Z,48.251,-121.899,earthquake,12.942,1.6,md,0.05,0.5,0.326,UW,BH,TTW,--,47.6945,-121.69,542.0,"bucket1$90,:3,:15001",100,2004-03-13T02:28:12.830000Z,6768.0,6032.0,0.06,0.1,undecidable,,,2.345|4.046|3.098,2004.0,eq,,,1.6,0.05,
91,uw10771543,2009-05-13T17:50:43.070000Z,46.412,-119.283,earthquake,0.407,0.93,ml,0.05,0.03,0.0,US,BH,HAWA,--,46.3925,-119.533,364.0,"bucket1$91,:3,:15001",100,2009-05-13T17:49:53.070000Z,5670.0,5380.0,0.05,0.07,undecidable,,,3.636|8.792|3.953,2009.0,eq,0.93,0.05,0.8,0.05,
92,uw61781706,2021-09-17T02:24:32.330000Z,46.247,-119.719,earthquake,5.97,0.44,ml,0.138,0.41,0.51,UW,HH,CCRK,--,46.5585,-119.855,561.0,"bucket1$92,:3,:15001",100,2021-09-17T02:23:42.330000Z,6261.0,5709.0,0.15,0.06,positive,emergent,impulsive,0.417|-1.337|0.767,2021.0,eq,0.44,0.137675609622,0.67,0.190762202208,
93,uw60519872,2013-04-21T03:28:24.020000Z,47.762,-122.572,earthquake,25.908,2.19,ml,0.222,0.69,0.43,UW,BH,GNW,--,47.5641,-122.825,220.0,"bucket1$93,:3,:15001",100,2013-04-21T03:27:34.020000Z,6069.0,5597.0,0.06,0.03,negative,impulsive,impulsive,34.041|33.13|23.356,2013.0,eq,2.19,0.222,2.12,0.302,
94,uw60661706,2013-12-27T02:50:46.400000Z,46.505,-122.429,earthquake,18.045,1.85,ml,0.179,0.7,0.25,CC,BH,SWF2,--,46.1783,-122.217,1548.0,"bucket1$94,:3,:15001",100,2013-12-27T02:49:56.400000Z,6295.0,5723.0,0.15,0.15,undecidable,emergent,emergent,19.023|22.527|14.502,2013.0,eq,1.85,0.179,1.63,0.299,
95,uw10729628,2007-04-28T02:10:31.110000Z,47.489,-122.302,earthquake,25.452,1.4,md,0.09,0.34,0.481,UW,HH,SP2,--,47.5563,-122.249,30.0,"bucket1$95,:3,:15001",100,2007-04-28T02:09:41.110000Z,5906.0,5475.0,0.05,0.06,undecidable,,,1.9|2.279|3.035,2007.0,eq,,,1.4,0.09,
96,uw61819551,2022-03-01T14:44:17.560000Z,47.791,-121.959,earthquake,24.41,1.52,ml,0.153,0.44,0.33,UW,HH,MULN,--,48.5354,-122.064,101.7,"bucket1$96,:3,:15001",100,2022-03-01T14:43:27.560000Z,7391.0,6350.0,0.3,0.15,undecidable,emergent,emergent,-4.773|-0.667|3.241,2022.0,eq,1.52,0.153472894839,1.68,0.324584794039,
97,uw61118811,2016-01-13T13:59:59.900000Z,46.149,-122.185,earthquake,6.368,1.5,ml,0.125,0.45,0.34,TA,BH,E04D,--,46.5566,-122.567,204.0,"bucket1$97,:3,:15001",100,2016-01-13T13:59:09.900000Z,6644.0,5925.0,0.06,0.06,positive,impulsive,impulsive,-1.717|-1.83|-4.898,2016.0,eq,1.5,0.125,1.58,0.201,
98,uw61665741,2020-08-04T16:57:12.610000Z,47.603,-123.138,earthquake,7.04,0.91,ml,0.057,1.02,0.72,UW,HH,GNW,--,47.5641,-122.825,220.0,"bucket1$98,:3,:15001",100,2020-08-04T16:56:22.610000Z,5710.0,5400.0,0.15,0.06,positive,emergent,impulsive,6.314|9.267|7.407,2020.0,eq,0.91,0.0568193992691,0.52,0.236021486957,
99,uw61368736,2018-02-12T09:57:54.330000Z,48.013,-122.245,earthquake,22.66,0.86,ml,0.111,0.85,0.35,UW,BH,GNW,--,47.5641,-122.825,220.0,"bucket1$99,:3,:15001",100,2018-02-12T09:57:04.330000Z,6889.0,6049.0,0.15,0.15,undecidable,emergent,emergent,-0.091|1.106|0.132,2018.0,eq,0.86,0.111,0.54,0.045,
100,uw10744503,2008-02-29T06:13:40.860000Z,47.927,-121.892,earthquake,15.486,1.7,md,0.05,1.16,1.082,TA,BH,B06A,--,48.5183,-121.484,75.0,"bucket1$100,:3,:15001",100,2008-02-29T06:12:50.860000Z,7056.0,6182.0,0.05,0.04,undecidable,,,12.22|8.567|3.964,2008.0,eq,,,1.7,0.05,
101,uw10654783,2005-04-04T04:41:01.720000Z,48.005,-122.566,earthquake,62.243,2.1,md,0.03,0.7,0.686,UW,BH,TTW,--,47.6945,-121.69,542.0,"bucket1$101,:3,:15001",100,2005-04-04T04:40:11.720000Z,7389.0,6381.0,0.06,0.04,undecidable,,,19.978|16.449|14.851,2005.0,eq,,,2.1,0.03,
102,uw61792211,2021-10-24T14:18:53.340000Z,48.239,-121.703,earthquake,7.77,1.06,ml,0.1,0.88,0.64,UW,HH,BHW,--,47.8361,-122.033,217.0,"bucket1$102,:3,:15001",100,2021-10-24T14:18:03.340000Z,6517.0,5876.0,0.06,0.06,undecidable,impulsive,impulsive,-11.092|-6.144|-2.243,2021.0,eq,1.06,0.100322715345,0.87,0.114163704271,
103,uw61738411,2021-06-02T17:27:30.490000Z,46.863,-121.913,earthquake,12.83,1.44,ml,0.126994240117,0.39,0.34,CC,BH,VOIT,--,46.9663,-121.983,977.1,"bucket1$103,:3,:15001",100,2021-06-02T17:26:40.490000Z,5521.0,5299.0,0.06,0.15,undecidable,impulsive,emergent,20.942|19.808|18.903,2021.0,eq,1.44,0.126994240117,1.1,0.242311252119,
104,uw61207776,2016-09-13T15:34:32.710000Z,47.801,-122.151,earthquake,23.89,2.0,ml,0.14,0.9,0.44,UW,HH,MRBL,--,48.5183,-121.484,75.0,"bucket1$104,:3,:15001",100,2016-09-13T15:33:42.710000Z,7645.0,6520.0,0.06,0.06,negative,impulsive,impulsive,11.097|8.948|11.241,2016.0,eq,2.0,0.14,2.19,0.189,
105,uw60757162,2014-05-06T12:01:39.650000Z,47.806,-122.817,earthquake,18.997,0.72,ml,0.155,1.07,1.18,UW,BH,GNW,--,47.5641,-122.825,220.0,"bucket1$105,:3,:15001",100,2014-05-06T12:00:49.650000Z,5903.0,5508.0,0.06,0.06,positive,impulsive,impulsive,1.159|-8.766|-1.788,2014.0,eq,0.72,0.155,0.45,0.006,
106,uw10743808,2008-05-11T11:02:46.410000Z,47.706,-120.071,earthquake,3.176,1.8,md,0.05,0.4,0.592,UW,BH,LTY,--,47.2545,-120.666,807.0,"bucket1$106,:3,:15001",100,2008-05-11T11:01:56.410000Z,6898.0,6116.0,0.1,0.08,undecidable,,,2.188|4.225|1.01,2008.0,eq,,,1.8,0.05,
107,uw61763172,2021-08-26T13:01:57.260000Z,45.113,-122.506,earthquake,11.38,1.57,ml,0.202,0.71,0.29,CC,BH,LSON,--,45.3596,-121.647,1880.0,"bucket1$107,:3,:15001",100,2021-08-26T13:01:07.260000Z,7200.0,6270.0,0.06,0.15,undecidable,impulsive,emergent,19.452|16.076|11.27,2021.0,eq,1.57,0.201922747564,1.69,0.16924410012,
108,uw10698253,2006-09-04T20:51:48.110000Z,48.16,-121.74,earthquake,14.426,0.9,md,0.04,0.52,0.264,TA,BH,B05A,--,48.2641,-122.096,154.5,"bucket1$108,:3,:15001",100,2006-09-04T20:50:58.110000Z,5919.0,5519.0,0.08,0.05,positive,,,2.046|8.978|3.259,2006.0,eq,,,0.9,0.04,
109,uw61730947,2021-06-06T04:37:14.140000Z,45.34,-121.693,earthquake,5.26,1.42,ml,0.185629564699,0.59,0.42,CC,BH,HIYU,--,45.4352,-121.807,1418.0,"bucket1$109,:3,:15001",100,2021-06-06T04:36:24.140000Z,5550.0,5314.0,0.06,0.15,undecidable,impulsive,emergent,1.596|2.879|0.973,2021.0,eq,1.42,0.185629564699,1.46,0.37043796156,
110,uw61734242,2021-06-14T19:41:47.180000Z,47.925,-121.854,earthquake,15.95,1.9,ml,0.171,1.22,0.46,UW,HH,BERY,--,48.2641,-122.096,149.6,"bucket1$110,:3,:15001",100,2021-06-14T19:40:57.180000Z,6221.0,5677.0,0.15,0.03,negative,emergent,impulsive,30.496|20.998|16.51,2021.0,eq,1.9,0.17081215703,1.85,0.256013004376,
111,uw61411482,2018-08-22T17:09:25.370000Z,47.808,-121.653,earthquake,3.25,2.43,ml,0.176,1.27,0.28,UW,BH,TOLT,--,47.6947,-121.689,541.0,"bucket1$111,:3,:15001",100,2018-08-22T17:08:35.370000Z,5430.0,5245.0,0.06,0.06,negative,impulsive,impulsive,31.934|49.086|37.142,2018.0,eq,2.43,0.176,2.58,0.258,
112,uw61814556,2022-02-04T04:37:59.220000Z,43.962,-122.151,earthquake,33.94,1.1,ml,0.129,0.88,0.71,CC,BH,WIFE,--,44.0597,-121.817,1955.0,"bucket1$112,:3,:15001",100,2022-02-04T04:37:09.220000Z,6354.0,5760.0,0.15,0.06,positive,emergent,impulsive,0.935|2.498|4.989,2022.0,lf,1.1,0.128575964577,0.86,0.040435670918,-5.0
113,uw10828958,2011-11-06T23:46:21.440000Z,47.538,-122.854,earthquake,19.115,0.7,ml,0.101,0.73,0.729,UW,BH,GNW,--,47.5641,-122.825,220.0,"bucket1$113,:3,:15001",100,2011-11-06T23:45:31.440000Z,5528.0,5300.0,0.03,0.03,undecidable,,,-4.915|0.91|-13.456,2011.0,eq,0.7,0.101,0.7,0.02,
114,uw61776781,2021-09-07T18:53:14.440000Z,46.854,-121.751,earthquake,1.26,0.4,ml,0.117,0.5,0.24,CC,BH,VOIT,--,46.9663,-121.983,977.1,"bucket1$114,:3,:15001",100,2021-09-07T18:52:24.440000Z,5660.0,5384.0,0.06,0.06,negative,impulsive,impulsive,-3.132|-2.218|-3.655,2021.0,eq,0.4,0.117312131567,-0.14,0.210465818276,
115,uw61886082,2022-11-18T10:40:35.850000Z,47.6165,-120.265,earthquake,4.11,0.41,ml,0.242,1.06,1.09,UW,HH,ETW,--,47.6046,-120.332,1469.0,"bucket1$115,:3,:15001",100,2022-11-18T10:39:45.850000Z,5216.0,5117.0,0.03,0.06,undecidable,impulsive,impulsive,17.782|16.378|20.865,2022.0,eq,0.41,0.2416771083,0.19,0.0978181844657,
116,uw61408841,2018-07-15T19:11:58.820000Z,46.616,-120.51,earthquake,15.22,0.71,ml,0.077,0.75,0.39,UW,HH,SNI2,--,46.4648,-119.655,294.2,"bucket1$116,:3,:15001",100,2018-07-15T19:11:08.820000Z,7084.0,6202.0,0.06,0.06,negative,impulsive,impulsive,0.399|2.051|-5.789,2018.0,eq,0.71,0.077,0.81,0.391,
117,uw61345402,2018-01-29T10:49:48.380000Z,46.256,-122.061,earthquake,11.39,1.69,ml,0.148,0.66,0.34,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket1$117,:3,:15001",100,2018-01-29T10:48:58.380000Z,5560.0,5306.0,0.15,0.06,negative,emergent,impulsive,20.143|14.345|21.522,2018.0,eq,1.69,0.148,1.97,0.333,
118,uw60943437,2014-12-29T16:31:17.220000Z,45.645,-122.758,earthquake,19.728,2.47,ml,0.106,0.33,0.22,CC,BH,JRO,--,46.2753,-122.218,1219.0,"bucket1$118,:3,:15001",100,2014-12-29T16:30:27.220000Z,7350.0,6318.0,0.06,0.06,undecidable,impulsive,impulsive,8.315|13.27|11.152,2014.0,eq,2.47,0.106,2.74,0.221,
119,uw60867476,2014-09-02T09:13:19.430000Z,45.331,-121.665,earthquake,4.403,0.69,ml,0.26,0.6,0.56,UW,BH,HOOD,--,45.3223,-121.651,1512.0,"bucket1$119,:3,:15001",100,2014-09-02T09:12:29.430000Z,5242.0,5125.0,0.06,0.06,undecidable,impulsive,impulsive,3.136|7.835|8.11,2014.0,eq,0.69,0.26,0.35,0.24,
120,uw10794468,2010-05-02T01:35:39.210000Z,47.667,-120.333,earthquake,3.227,1.21,ml,0.101,0.91,0.248,UW,BH,LTY,--,47.2545,-120.666,807.0,"bucket1$120,:3,:15001",100,2010-05-02T01:34:49.210000Z,6529.0,5873.0,0.05,0.02,negative,,,3.002|2.39|-0.755,2010.0,eq,1.21,0.101,1.2,0.04,
121,uw61806791,2021-12-18T00:42:05.910000Z,46.204,-122.221,earthquake,4.87,0.86,ml,0.073,0.29,0.43,CC,BH,PARA,--,46.7864,-121.742,1651.2,"bucket1$121,:3,:15001",100,2021-12-18T00:41:15.910000Z,7166.0,6254.0,0.15,0.15,undecidable,emergent,emergent,-2.74|-16.575|-3.842,2021.0,eq,0.86,0.0730324124705,2.24,0.252854673975,
122,uw10739063,2007-12-31T15:45:16.480000Z,47.751,-123.746,earthquake,41.04,1.1,md,0.05,1.67,1.022,US,BH,NLWA,--,47.3917,-123.869,640.0,"bucket1$122,:3,:15001",100,2007-12-31T15:44:26.480000Z,6504.0,5867.0,0.08,0.05,undecidable,,,6.078|2.577|0.623,2007.0,eq,,,1.1,0.05,
123,uw61094702,2015-12-01T00:30:44.800000Z,47.873,-121.651,earthquake,8.38,1.75,ml,0.129,0.5,0.22,UW,HH,MRBL,--,48.5183,-121.484,75.0,"bucket1$123,:3,:15001",100,2015-12-01T00:29:54.800000Z,7083.0,6180.0,0.06,0.06,negative,impulsive,impulsive,7.806|13.786|9.411,2015.0,eq,1.75,0.129,1.65,0.268,
124,uw60403741,2012-03-19T04:26:45.250000Z,46.511,-122.423,earthquake,19.458,1.6,ml,0.147,0.73,0.33,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket1$124,:3,:15001",100,2012-03-19T04:25:55.250000Z,6267.0,5695.0,0.06,0.06,undecidable,impulsive,impulsive,7.471|4.229|11.04,2012.0,eq,1.6,0.147,1.37,0.322,
125,uw60029618,2013-07-11T03:53:09.260000Z,44.589,-122.764,earthquake,17.83,0.98,ml,0.075,0.94,0.78,TA,BH,H04D,--,44.5234,-122.738,284.0,"bucket1$125,:3,:15001",100,2013-07-11T03:52:19.260000Z,5639.0,5376.0,0.03,0.03,undecidable,impulsive,impulsive,7.706|5.846|1.284,2013.0,eq,0.98,0.075,0.94,0.078,
126,uw10755568,2009-01-07T11:22:36.930000Z,48.472,-122.463,earthquake,17.273,1.81,ml,0.135,1.29,0.679,UW,BH,SQM,--,48.0737,-123.048,45.0,"bucket1$126,:3,:15001",100,2009-01-07T11:21:46.930000Z,6914.0,6058.0,0.08,0.04,undecidable,,,-3.197|2.351|-1.505,2009.0,eq,1.81,0.135,1.5,0.05,
127,uw61034882,2015-06-26T22:29:32.520000Z,46.693,-121.895,earthquake,0.284,1.18,ml,0.209168678233,1.53,0.56,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket1$127,:3,:15001",100,2015-06-26T22:28:42.520000Z,5784.0,5414.0,0.06,0.03,negative,impulsive,impulsive,12.296|10.638|5.526,2015.0,eq,1.18,0.209168678233,0.75,0.379621073081,
128,uw61036542,2015-07-02T10:26:11.130000Z,47.765,-122.43,earthquake,27.22,1.51,ml,0.229,0.93,0.54,TA,BH,D03D,--,47.5347,-123.089,262.0,"bucket1$128,:3,:15001",100,2015-07-02T10:25:21.130000Z,6555.0,5947.0,0.06,0.03,negative,impulsive,impulsive,9.085|9.368|10.238,2015.0,eq,1.51,0.229,1.24,0.19,
129,uw60606277,2013-10-06T02:46:14.840000Z,42.113,-122.703,earthquake,16.519,1.17,ml,0.132,0.8,0.59,TA,BH,M04C,--,41.7826,-121.839,1391.0,"bucket1$129,:3,:15001",100,2013-10-06T02:45:24.840000Z,7388.0,6378.0,0.15,0.15,undecidable,emergent,emergent,3.4|1.719|-6.665,2013.0,eq,1.17,0.132,1.11,0.064,
130,uw61815221,2022-02-06T15:00:20.480000Z,46.197,-122.182,earthquake,3.02,0.81,ml,0.133,0.44,0.29,CC,BH,REM,--,46.2002,-122.186,1905.4,"bucket1$130,:3,:15001",100,2022-02-06T14:59:30.480000Z,5178.0,5100.0,0.15,0.03,positive,emergent,impulsive,12.064|16.387|16.317,2022.0,eq,0.81,0.133447167587,1.77,0.161403898681,
131,uw60920187,2014-11-19T13:07:23.810000Z,49.534,-116.707,earthquake,-0.73,2.87,ml,0.026,10.92,7.62,UW,BH,OMAK,--,48.3584,-119.333,687.1,"bucket1$131,:3,:15001",100,2014-11-19T13:06:33.810000Z,11209.0,8374.0,0.15,0.06,positive,emergent,impulsive,10.878|14.198|8.564,2014.0,eq,2.87,0.026,3.08,0.238,
132,uw61436666,2018-10-11T06:35:50.750000Z,48.234,-121.663,earthquake,8.59,1.4,ml,0.091,1.36,0.69,UW,BH,GNW,--,47.5641,-122.825,220.0,"bucket1$132,:3,:15001",100,2018-10-11T06:35:00.750000Z,8196.0,6816.0,0.06,0.3,undecidable,impulsive,emergent,-2.276|-4.924|-5.569,2018.0,eq,1.4,0.091,0.87,0.16,
133,uw61837172,2022-05-30T13:22:55.400000Z,46.851,-121.76,earthquake,1.64,0.26,ml,0.212,0.72,0.25,UW,HH,RCM,--,46.8356,-121.733,3085.0,"bucket1$133,:3,:15001",100,2022-05-30T13:22:05.400000Z,5145.0,5072.0,0.06,0.03,positive,impulsive,impulsive,13.746|8.736|12.292,2022.0,eq,0.26,0.211790170348,-0.17,0.192633163723,
134,uw61734671,2021-05-22T23:32:45.010000Z,47.598,-121.487,earthquake,93.41,1.32,ml,0.156,0.76,0.59,UW,HH,GNW,--,47.5641,-122.825,220.0,"bucket1$134,:3,:15001",100,2021-05-22T23:31:55.010000Z,8337.0,6853.0,0.15,0.15,undecidable,emergent,emergent,7.293|10.244|1.331,2021.0,eq,1.32,0.155906947167,1.64,0.00939480482542,
135,uw61500843,2019-09-30T07:27:31.110000Z,46.85,-121.757,earthquake,2.35,0.61,ml,0.128,0.66,0.31,CC,BH,RUSH,--,46.9031,-121.944,1235.0,"bucket1$135,:3,:15001",100,2019-09-30T07:26:41.110000Z,5513.0,5287.0,0.3,0.03,positive,emergent,impulsive,3.399|0.252|2.75,2019.0,eq,0.61,0.127539048924,0.03,0.172315451049,
136,uw61607516,2020-04-16T00:13:26.700000Z,46.68,-121.909,earthquake,5.62,0.29,md,0.224,1.54,0.69,CC,BH,PR05,--,46.8417,-121.949,1553.0,"bucket1$136,:3,:15001",100,2020-04-16T00:12:36.700000Z,5612.0,5342.0,0.06,0.06,negative,impulsive,impulsive,-3.258|-2.579|0.938,2020.0,eq,,,0.29,0.223645765052,
137,uw61787677,2021-11-11T13:57:32.770000Z,45.319,-121.68,earthquake,5.67,0.85,ml,0.172,0.49,0.61,UW,HH,HOOD,--,45.3223,-121.651,1512.0,"bucket1$137,:3,:15001",100,2021-11-11T13:56:42.770000Z,5269.0,5152.0,0.06,0.3,undecidable,impulsive,emergent,6.457|7.877|9.383,2021.0,eq,0.85,0.171514150338,0.59,0.16889399607,
